paper_id,canonical_paper_id,title,title_normalized,title_hash,abstract,year,doi,pmid,pmcid,semantic_scholar_id,openalex_id,crossref_id,journal,journal_normalized,first_author,publication_type,authors,keywords,mesh_terms,citation_count,citation_source,citation_sources,citation_count_age_normalized,is_open_access,open_access_url,journal_priority_score,journal_domain,jcr_categories,retrieval_channels,source_providers,duplicate_group_id,merged_from,url,source,created_at,updated_at
doi:10.1016/j.cell.2024.04.022,doi:10.1016/j.cell.2024.04.022,Spinal projecting neurons in rostral ventromedial medulla co-regulate motor and sympathetic tone.,spinal projecting neurons in rostral ventromedial medulla co regulate motor and sympathetic tone,00ed74196a5cc7c54492f8384ba172882fe3778b,"SUMMARY Many behaviors require the coordinated actions of somatic and autonomic functions. However, the underlying mechanisms remain elusive. By opto-stimulating different populations of descending spinal projecting neurons (SPNs) in anesthetized mice, we show that stimulation of excitatory SPNs in the rostral ventromedial medulla (rVMM) resulted in a simultaneous increase in somatomotor and sympathetic activities. Conversely, opto-stimulation of rVMM inhibitory SPNs decreased both activities. Anatomically, these SPNs innervate both sympathetic preganglionic neurons and motor-related regions in the spinal cord. Fiber photometry recording indicated that activities of rVMM SPNs correlate with different levels of muscle and sympathetic tone during distinct arousal states. Inhibiting rVMM excitatory SPNs reduced basal muscle and sympathetic tone, impairing locomotion initiation and high-speed performance. In contrast, silencing the inhibitory population abolished muscle atonia and sympathetic hypoactivity during REM sleep. Together, these results identify rVMM SPNs as descending spinal projecting pathways controlling the tone of both somatomotor and sympathetic systems.",2024,10.1016/j.cell.2024.04.022,38733990,,,,,Cell,cell,Zhang Z,,"[""Zhang Z"", ""Su J"", ""Tang J"", ""Chung L"", ""Page JC"", ""Winter CC"", ""Liu Y"", ""Kegeles E"", ""Conti S"", ""Zhang Y"", ""Biundo J"", ""Chalif JI"", ""Hua CY"", ""Yang Z"", ""Yao X"", ""Yang Y"", ""Chen S"", ""Schwab JM"", ""Wang KH"", ""Chen C"", ""Prerau MJ"", ""He Z""]",[],[],37,openalex,"[""openalex""]",12.333,True,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/38733990/,"api:openalex,pubmed,semantic_scholar",2026-07-23T09:50:44.341209,2026-07-23T09:50:44.341210
doi:10.1016/j.cell.2024.08.046,doi:10.1016/j.cell.2024.08.046,A pontine-medullary loop crucial for REM sleep and its deficit in Parkinson's disease.,a pontine medullary loop crucial for rem sleep and its deficit in parkinson s disease,df8ac8753f55c487253b41b1220b73bef24db54d,"Identifying the properties of the rapid eye movement (REM) sleep circuitry and its relation to diseases has been challenging due to the neuronal heterogeneity of the brainstem. Here, we show in mice that neurons in the pontine sublaterodorsal tegmentum (SubLDT) that express corticotropin-releasing hormone-binding protein (Crhbp+ neurons) and project to the medulla promote REM sleep. Within the medullary area receiving projections from Crhbp+ neurons, neurons expressing nitric oxide synthase 1 (Nos1+ neurons) project to the SubLDT and promote REM sleep, suggesting a positively interacting loop between the pons and the medulla operating as a core REM sleep circuit. Nos1+ neurons also project to areas that control wide forebrain activity. Ablating Crhbp+ neurons reduces sleep and impairs REM sleep atonia. In Parkinson's disease patients with REM sleep behavior disorders, CRHBP-immunoreactive neurons are largely reduced and contain pathologic α-synuclein, providing insight into the mechanisms underlying the sleep deficits characterizing this disease.",2024,10.1016/j.cell.2024.08.046,39303715,,,,,Cell,cell,Kashiwagi M,,"[""Kashiwagi M"", ""Beck G"", ""Kanuka M"", ""Arai Y"", ""Tanaka K"", ""Tatsuzawa C"", ""Koga Y"", ""Saito YC"", ""Takagi M"", ""Oishi Y"", ""Sakaguchi M"", ""Baba K"", ""Ikuno M"", ""Yamakado H"", ""Takahashi R"", ""Yanagisawa M"", ""Murayama S"", ""Sakurai T"", ""Sakai K"", ""Nakagawa Y"", ""Watanabe M"", ""Mochizuki H"", ""Hayashi Y""]",[],[],35,semantic_scholar,"[""semantic_scholar""]",11.667,True,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/39303715/,"api:pubmed,semantic_scholar",2026-07-23T09:50:20.274548,2026-07-23T09:50:20.274549
doi:10.1016/j.cell.2024.11.027,doi:10.1016/j.cell.2024.11.027,Norepinephrine-mediated slow vasomotion drives glymphatic clearance during sleep.,norepinephrine mediated slow vasomotion drives glymphatic clearance during sleep,e5de45a8c808ea1f1eb5e0e744a4402e4545230c,"As the brain transitions from wakefulness to sleep, processing of external information diminishes while restorative processes, such as glymphatic removal of waste products, are activated. Yet, it is not known what drives brain clearance during sleep. We here employed an array of technologies and identified tightly synchronized oscillations in norepinephrine, cerebral blood volume, and cerebrospinal fluid (CSF) as the strongest predictors of glymphatic clearance during NREM sleep. Optogenetic stimulation of the locus coeruleus induced anti-correlated changes in vasomotion and CSF signal. Furthermore, stimulation of arterial oscillations enhanced CSF inflow, demonstrating that vasomotion acts as a pump driving CSF into the brain. On the contrary, the sleep aid zolpidem suppressed norepinephrine oscillations and glymphatic flow, highlighting the critical role of norepinephrine-driven vascular dynamics in brain clearance. Thus, the micro-architectural organization of NREM sleep, driven by norepinephrine fluctuations and vascular dynamics, is a key determinant for glymphatic clearance.",2025,10.1016/j.cell.2024.11.027,39788123,,,,,Cell,cell,Hauglund NL,,"[""Hauglund NL"", ""Andersen M"", ""Tokarska K"", ""Radovanovic T"", ""Kjaerby C"", ""Sørensen FL"", ""Bojarowska Z"", ""Untiet V"", ""Ballestero SB"", ""Kolmos MG"", ""Weikop P"", ""Hirase H"", ""Nedergaard M""]",[],[],259,europe_pmc,"[""europe_pmc""]",129.5,False,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/39788123/,"api:europe_pmc,openalex,pubmed,semantic_scholar",2026-07-23T09:50:44.242786,2026-07-23T09:50:44.242787
doi:10.1016/j.cell.2025.05.024,doi:10.1016/j.cell.2025.05.024,Fragmented replay of very large environments in the hippocampus of bats.,fragmented replay of very large environments in the hippocampus of bats,13b7658ea26c43029f74fad1e533a0e12cd55150,,2025,10.1016/j.cell.2025.05.024,40516527,,,,,Cell,cell,Eliav T,,"[""Eliav T"", ""Maimon SR"", ""Sarel A"", ""Palgi S"", ""Las L"", ""Ulanovsky N""]",[],[],,,[],,,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/40516527/,api:pubmed,2026-07-23T09:50:42.578281,2026-07-23T09:50:42.578283
doi:10.1016/j.cell.2025.05.039,doi:10.1016/j.cell.2025.05.039,Neuroendocrine circuit for sleep-dependent growth hormone release.,neuroendocrine circuit for sleep dependent growth hormone release,a1e14c5e20707c8655f0c5e38d5f60efe57889a3,,2025,10.1016/j.cell.2025.05.039,40562026,,,,,Cell,cell,Ding X,,"[""Ding X"", ""Hwang FJ"", ""Silverman D"", ""Zhong P"", ""Li B"", ""Ma C"", ""Lu L"", ""Jiang G"", ""Zhang Z"", ""Huang X"", ""Tu X"", ""Tian ZM"", ""Ding J"", ""Dan Y""]",[],[],,,[],,,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/40562026/,api:pubmed,2026-07-23T09:50:20.107166,2026-07-23T09:50:20.107168
doi:10.1016/j.cell.2025.11.039,doi:10.1016/j.cell.2025.11.039,"Stimulant medications affect arousal and reward, not attention networks.",stimulant medications affect arousal and reward not attention networks,18fa82aa99e45fc083f12dbff2595d285779ad53,"Prescription stimulants (e.g., methylphenidate) are thought to improve attention, but evidence from prior fMRI studies is conflicted. We utilized resting-state fMRI data from the Adolescent Brain Cognitive Development Study (n = 11,875; 8-11 years old) and validated the functional connectivity findings in a precision imaging drug trial with highly sampled (n = 5, 165-210 min each) healthy adults (methylphenidate 40 mg). Stimulant-related connectivity differences in sensorimotor regions matched fMRI patterns of daytime arousal, sleeping longer at night, and norepinephrine transporter expression. Taking stimulants reversed the effects of sleep deprivation on connectivity and school grades. Connectivity was also changed in salience and parietal memory networks, which are important for dopamine-mediated, reward-motivated learning, but not the brain's attention systems (e.g., dorsal attention network). The combined noradrenergic and dopaminergic effects of stimulants may drive brain organization towards a more wakeful and rewarded configuration, improving task effort and persistence without effects on attention networks.",2025,10.1016/j.cell.2025.11.039,41448140,,,,,,,Kay BP,,"[""Kay BP"", ""Wheelock MD"", ""Siegel JS"", ""Raut RV"", ""Chauvin RJ"", ""Metoki A"", ""Rajesh A"", ""Eck A"", ""Pollaro J"", ""Wang A"", ""Suljic V"", ""Adeyemo B"", ""Baden NJ"", ""Scheidter KM"", ""Monk JS"", ""Whiting FI"", ""Ramirez-Perez N"", ""Krimmel SR"", ""Shinohara RT"", ""Tervo-Clemmens B"", ""Hermosillo RJM"", ""Nelson SM"", ""Hendrickson TJ"", ""Madison T"", ""Moore LA"", ""Miranda-Domínguez Ó"", ""Randolph A"", ""Feczko E"", ""Roland JL"", ""Nicol GE"", ""Laumann TO"", ""Marek S"", ""Gordon EM"", ""Raichle ME"", ""Barch DM"", ""Fair DA"", ""Dosenbach NUF.""]",[],[],2,europe_pmc,"[""europe_pmc""]",1.0,True,,,[],[],"[""api_broad""]","[""europe_pmc""]",,"[""api_paper_2f9cba32c9ce""]",https://doi.org/10.1016/j.cell.2025.11.039,api:europe_pmc,2026-07-23T09:56:47.176616,2026-07-23T10:42:00.463243
doi:10.1016/j.cellsig.2025.112040,doi:10.1016/j.cellsig.2025.112040,Atraric acid alleviates chronic intermittent hypoxia-induced renal fibrosis by inhibiting oxidative stress and ferroptosis in obstructive sleep apnea mice through the Nrf2/GPX4 pathway.,atraric acid alleviates chronic intermittent hypoxia induced renal fibrosis by inhibiting oxidative stress and ferroptosis in obstructive sleep apnea mice through the nrf2 gpx4 pathway,b67aef5771eb3203afe96edf5a9c7b461b2dd77b,,2025,10.1016/j.cellsig.2025.112040,40754121,,,,,Cellular signalling,cellular signalling,Li M,,"[""Li M"", ""Wu W"", ""Ma Z"", ""Zhang S"", ""Guan T"", ""Wang J"", ""Chen L"", ""Xu W"", ""Yu H"", ""Chen H"", ""Dong J""]",[],[],,,[],,,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/40754121/,api:pubmed,2026-07-23T09:50:55.907555,2026-07-23T09:50:55.907557
doi:10.1016/j.celrep.2016.12.085,doi:10.1016/j.celrep.2016.12.085,Coordinated Acetylcholine Release in Prefrontal Cortex and Hippocampus Is Associated with Arousal and Reward on Distinct Timescales,coordinated acetylcholine release in prefrontal cortex and hippocampus is associated with arousal and reward on distinct timescales,b2584eb02a57c9f516781f5ccae21ac4fa0dc22a,"Cholinergic neurotransmission throughout the neocortex and hippocampus regulates arousal, learning, and attention. However, owing to the poorly characterized timing and location of acetylcholine release, its detailed behavioral functions remain unclear. Using electrochemical biosensors chronically implanted in mice, we made continuous measurements of the spatiotemporal dynamics of acetylcholine release across multiple behavioral states. We found that tonic levels of acetylcholine release were coordinated between the prefrontal cortex and hippocampus and maximal during training on a rewarded working memory task. Tonic release also increased during REM sleep but was contingent on subsequent wakefulness. In contrast, coordinated phasic acetylcholine release occurred only during the memory task and was strongly localized to reward delivery areas without being contingent on trial outcome. These results show that coordinated acetylcholine release between the prefrontal cortex and hippocampus is associated with reward and arousal on distinct timescales, providing dual mechanisms to support learned behavior acquisition during cognitive task performance.",2017,10.1016/j.celrep.2016.12.085,,,,,,Cell Reports,cell reports,Leonor M. Teles-Grilo Ruivo,,"[""Leonor M. Teles-Grilo Ruivo"", ""Keeley L. Baker"", ""Michael W. Conway"", ""Peter J. Kinsley"", ""Gary Gilmour"", ""Keith G. Phillips"", ""John Isaac"", ""John Lowry"", ""Jack R. Mellor""]",[],[],188,openalex,"[""openalex""]",18.8,True,,,[],[],"[""api_broad""]","[""openalex""]",,[],https://openalex.org/W2581387116,api:openalex,2026-07-23T10:00:19.623206,2026-07-23T10:00:19.623207
doi:10.1016/j.celrep.2017.09.087,doi:10.1016/j.celrep.2017.09.087,Brain-wide Mapping of Endogenous Serotonergic Transmission via Chemogenetic fMRI,brain wide mapping of endogenous serotonergic transmission via chemogenetic fmri,076141f772f7d2aa75414f55f3d1d0111817824e,"Serotonin-producing neurons profusely innervate brain regions via long-range projections. However, it remains unclear whether and how endogenous serotonergic transmission specifically influences regional or global functional activity. We combined designed receptors exclusively activated by designed drugs (DREADD)-based chemogenetics and functional magnetic resonance imaging (fMRI), an approach we term ""chemo-fMRI,"" to causally probe the brain-wide substrates modulated by endogenous serotonergic activity. We describe the generation of a conditional knockin mouse line that, crossed with serotonin-specific Cre-recombinase mice, allowed us to remotely stimulate serotonergic neurons during fMRI scans. We show that endogenous stimulation of serotonin-producing neurons does not affect global brain activity but results in region-specific activation of a set of primary target regions encompassing corticohippocampal and ventrostriatal areas. By contrast, pharmacological boosting of serotonin levels produced widespread fMRI deactivation, plausibly reflecting the mixed contribution of central and perivascular constrictive effects. Our results identify the primary functional targets of endogenous serotonergic stimulation and establish causation between activation of serotonergic neurons and regional fMRI signals.",2017,10.1016/j.celrep.2017.09.087,,,,,,Cell Reports,cell reports,Andrea U. De Giorgi,,"[""Andrea U. De Giorgi"", ""Sara Migliarini"", ""Alberto Galbusera"", ""Giacomo Maddaloni"", ""Maddalena Mereu"", ""Giulia Margiani"", ""Marta Gritti"", ""Silvia Landi"", ""Francesco Trovato"", ""Sine Mandrup Bertozzi"", ""Andrea Armirotti"", ""Gian Michele Ratto"", ""Maria Antonietta De Luca"", ""Raffaella Tonini"", ""Alessandro Gozzi"", ""Massimo Pasqualetti""]",[],[],104,openalex,"[""openalex""]",10.4,True,,,[],[],"[""api_broad""]","[""openalex""]",,[],https://openalex.org/W2604707717,api:openalex,2026-07-23T10:00:20.365159,2026-07-23T10:00:20.365160
doi:10.1016/j.celrep.2018.07.082,doi:10.1016/j.celrep.2018.07.082,Muscarinic Acetylcholine Receptors Chrm1 and Chrm3 Are Essential for REM Sleep,muscarinic acetylcholine receptors chrm1 and chrm3 are essential for rem sleep,44f896109383f2b1a13b79abb0a37b9f291bceb6,"Sleep regulation involves interdependent signaling among specialized neurons in distributed brain regions. Although acetylcholine promotes wakefulness and rapid eye movement (REM) sleep, it is unclear whether the cholinergic pathway is essential (i.e., absolutely required) for REM sleep because of redundancy from neural circuits to molecules. First, we demonstrate that synaptic inhibition of TrkA+ cholinergic neurons causes a severe short-sleep phenotype and that sleep reduction is mostly attributable to a shortened sleep duration in the dark phase. Subsequent comprehensive knockout of acetylcholine receptor genes by the triple-target CRISPR method reveals that a similar short-sleep phenotype appears in the knockout of two Gq-type acetylcholine receptors Chrm1 and Chrm3. Strikingly, Chrm1 and Chrm3 double knockout chronically diminishes REM sleep to an almost undetectable level. These results suggest that muscarinic acetylcholine receptors, Chrm1 and Chrm3, are essential for REM sleep.",2018,10.1016/j.celrep.2018.07.082,30157420,,,,,Cell Reports,cell reports,Yasutaka Niwa,,"[""Yasutaka Niwa"", ""Genki N. Kanda"", ""Rikuhiro G. Yamada"", ""Shoi Shi"", ""Genshiro A. Sunagawa"", ""Maki Ukai‐Tadenuma"", ""Hiroshi Fujishima"", ""Naomi Matsumoto"", ""Koh‐hei Masumoto"", ""Mamoru Nagano"", ""Takeya Kasukawa"", ""James C. Galloway"", ""Dimitri Perrin"", ""Yasufumi Shigeyoshi"", ""Hideki Ukai"", ""Hiroshi Kiyonari"", ""Kenta Sumiyama"", ""Hiroki R. Ueda""]",[],[],112,openalex,"[""openalex""]",12.444,True,,,[],[],"[""api_broad""]","[""openalex""]",,[],https://openalex.org/W2888848730,"api:openalex,semantic_scholar",2026-07-23T10:00:17.208740,2026-07-23T10:00:17.208742
doi:10.1016/j.celrep.2019.01.038,doi:10.1016/j.celrep.2019.01.038,Brain-State-Dependent Modulation of Neuronal Firing and Membrane Potential Dynamics in the Somatosensory Thalamus during Natural Sleep.,brain state dependent modulation of neuronal firing and membrane potential dynamics in the somatosensory thalamus during natural sleep,b4ae3e71415842fe77472ee8147c46a07040dd42,"The thalamus plays a central role in sleep rhythms in the mammalian brain and, yet, surprisingly little is known about its function and interaction with local cortical oscillations during NREM sleep (NREM). We investigated the neuronal correlates of cortical barrel activity in the two corresponding thalamic nuclei, the ventral posterior medial (VPM), and the posterior medial (Pom) nuclei during natural NREM in mice. Our data reveal (1) distinct modulations of VPM and Pom activity throughout NREM episodes, (2) a thalamic nucleus-specific phase-locking to cortical slow and spindle waves, (3) cell-specific subthreshold spindle oscillations in VPM neurons that only partially overlap with cortical spindles, and (4) that spindle features evolve throughout NREM episodes and vary according to the post-NREM state. Taken together, our results suggest that, during natural sleep, the barrel cortex exerts a leading role in the generation and transfer of slow rhythms to the somatosensory thalamus and reciprocally for spindle oscillations.",2019,10.1016/j.celrep.2019.01.038,30726730,,,,,Cell Reports,cell reports,N. Urbain,,"[""N. Urbain"", ""N. Fourcaud-Trocmé"", ""Samuel Laheux"", ""Paul Antoine Salin"", ""L. Gentet""]",[],[],42,semantic_scholar,"[""semantic_scholar""]",5.25,True,,,[],[],"[""api_broad""]","[""semantic_scholar""]",,"[""api_paper_6d727a1f3c07""]",https://www.semanticscholar.org/paper/7dd9407cc79335d79471ade5c88a3ad8bedc016a,api:semantic_scholar,2026-07-23T10:01:05.085349,2026-07-23T10:42:27.386891
doi:10.1016/j.celrep.2019.06.050,doi:10.1016/j.celrep.2019.06.050,Projection from the Amygdala to the Thalamic Reticular Nucleus Amplifies Cortical Sound Responses,projection from the amygdala to the thalamic reticular nucleus amplifies cortical sound responses,5093864d8d03fb8142de61986acef159a710fd84,"SUMMARY Many forms of behavior require selective amplification of neuronal representations of relevant environmental signals. Emotional learning enhances sensory responses in the sensory cortex, yet the underlying circuits remain poorly understood. We identify a pathway between the basolateral amygdala (BLA), an emotional learning center in the mouse brain, and the inhibitory reticular nucleus of the thalamus (TRN). Optogenetic activation of BLA suppressed spontaneous, but not tone-evoked, activity in the auditory cortex (AC), amplifying tone-evoked responses. Viral tracing identified BLA projections terminating at TRN. Optogenetic activation of amygdala-TRN projections further amplified tone-evoked responses in the auditory thalamus and cortex. The results are explained by a computational model of the thalamocortical circuitry, in which activation of TRN by BLA primes thalamocortical neurons to relay relevant sensory input. This circuit mechanism shines a neural spotlight on behaviorally relevant signals and provides a potential target for the treatment of neuropsychological disorders.",2019,10.1016/j.celrep.2019.06.050,31665648,,,,,Cell Reports,cell reports,M. Aizenberg,,"[""M. Aizenberg"", ""S. Rolón‐Martínez"", ""Tuan Pham"", ""Winnie Rao"", ""J. Haas"", ""M. Geffen""]",[],[],47,semantic_scholar,"[""semantic_scholar""]",5.875,True,,,[],[],"[""api_broad""]","[""semantic_scholar""]",,[],https://www.semanticscholar.org/paper/03e8b27da04df807803884dbdb04260362a5d88b,api:semantic_scholar,2026-07-23T10:01:59.511623,2026-07-23T10:01:59.511626
doi:10.1016/j.celrep.2021.109558,doi:10.1016/j.celrep.2021.109558,Cerebral capillary blood flow upsurge during REM sleep is mediated by A2a receptors.,cerebral capillary blood flow upsurge during rem sleep is mediated by a2a receptors,01f41bb222a61941ab51f90314cf70e9a31bb7f4,"Sleep is generally viewed as a period of recovery, but how the supply of cerebral blood flow (CBF) changes across sleep/wake states has remained unclear. Here, we directly observe red blood cells (RBCs) within capillaries, where the actual substance exchange between the blood and neurons/glia occurs, by two-photon microscopy. Across multiple cortical areas, average capillary CBF is largely increased during rapid eye movement (REM) sleep, whereas it does not differ between periods of active wakefulness and non-REM sleep. Capillary RBC flow during REM sleep is further elevated following REM sleep deprivation, suggesting that capillary CBF reflects REM sleep pressure. At the molecular level, signaling via adenosine A2a receptors is crucial; in A2a-KO mice, capillary CBF upsurge during REM sleep is dampened, and effects of REM sleep pressure are abolished. These results provide evidence regarding the dynamics of capillary CBF across sleep/wake states and insights to the underlying mechanisms.",2021,10.1016/j.celrep.2021.109558,34407410,,,,,Cell reports,cell reports,Tsai CJ,,"[""Tsai CJ"", ""Nagata T"", ""Liu CY"", ""Suganuma T"", ""Kanda T"", ""Miyazaki T"", ""Liu K"", ""Saitoh T"", ""Nagase H"", ""Lazarus M"", ""Vogt KE"", ""Yanagisawa M"", ""Hayashi Y""]",[],[],40,semantic_scholar,"[""semantic_scholar""]",6.667,True,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/34407410/,"api:pubmed,semantic_scholar",2026-07-23T09:50:20.890441,2026-07-23T09:50:20.890442
doi:10.1016/j.celrep.2023.112200,doi:10.1016/j.celrep.2023.112200,Thalamic control of sensory processing and spindles in a biophysical somatosensory thalamoreticular circuit model of wakefulness and sleep.,thalamic control of sensory processing and spindles in a biophysical somatosensory thalamoreticular circuit model of wakefulness and sleep,55b8f676ca094b8f79456f7cc80cff34726a7bf9,"Thalamoreticular circuitry plays a key role in arousal, attention, cognition, and sleep spindles, and is linked to several brain disorders. A detailed computational model of mouse somatosensory thalamus and thalamic reticular nucleus has been developed to capture the properties of over 14,000 neurons connected by 6 million synapses. The model recreates the biological connectivity of these neurons, and simulations of the model reproduce multiple experimental findings in different brain states. The model shows that inhibitory rebound produces frequency-selective enhancement of thalamic responses during wakefulness. We find that thalamic interactions are responsible for the characteristic waxing and waning of spindle oscillations. In addition, we find that changes in thalamic excitability control spindle frequency and their incidence. The model is made openly available to provide a new tool for studying the function and dysfunction of the thalamoreticular circuitry in various brain states.",2023,10.1016/j.celrep.2023.112200,36867532,,,,,Cell reports,cell reports,Iavarone E,,"[""Iavarone E"", ""Simko J"", ""Shi Y"", ""Bertschy M"", ""García-Amado M"", ""Litvak P"", ""Kaufmann AK"", ""O'Reilly C"", ""Amsalem O"", ""Abdellah M"", ""Chevtchenko G"", ""Coste B"", ""Courcol JD"", ""Ecker A"", ""Favreau C"", ""Fleury AC"", ""Van Geit W"", ""Gevaert M"", ""Guerrero NR"", ""Herttuainen J"", ""Ivaska G"", ""Kerrien S"", ""King JG"", ""Kumbhar P"", ""Lurie P"", ""Magkanaris I"", ""Muddapu VR"", ""Nair J"", ""Pereira FL"", ""Perin R"", ""Petitjean F"", ""Ranjan R"", ""Reimann M"", ""Soltuzu L"", ""Sy MF"", ""Tuncel MA"", ""Ulbrich A"", ""Wolf M"", ""Clascá F"", ""Markram H"", ""Hill SL""]",[],[],42,europe_pmc,"[""europe_pmc""]",10.5,True,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/36867532/,"api:europe_pmc,openalex,pubmed,semantic_scholar",2026-07-23T09:50:15.468456,2026-07-23T09:50:15.468457
doi:10.1016/j.celrep.2023.112450,doi:10.1016/j.celrep.2023.112450,Regional variation in cholinergic terminal activity determines the non-uniform occurrence of cortical slow waves during REM sleep in mice.,regional variation in cholinergic terminal activity determines the non uniform occurrence of cortical slow waves during rem sleep in mice,06ff7161d270765d0eaa06a42c52cf6ce31b0295,,2023,10.1016/j.celrep.2023.112450,37126447,,,,,Cell reports,cell reports,Nazari M,,"[""Nazari M"", ""Karimi Abadchi J"", ""Naghizadeh M"", ""Bermudez-Contreras EJ"", ""McNaughton BL"", ""Tatsuno M"", ""Mohajerani MH""]",[],[],,,[],,,,,[],[],"[""api_broad""]","[""pubmed""]",,[],https://pubmed.ncbi.nlm.nih.gov/37126447/,api:pubmed,2026-07-23T09:50:37.456417,2026-07-23T09:50:37.456418
doi:10.1016/j.celrep.2023.112815,doi:10.1016/j.celrep.2023.112815,Hypocretin/orexin neurons encode social discrimination and exhibit a sex-dependent necessity for social interaction.,hypocretin orexin neurons encode social discrimination and exhibit a sex dependent necessity for social interaction,c38ee84085cafa89bd96766ed1b208475343ffbe,"Intraspecies social interactions are integral for survival and maintenance of society among all mammalian species. Yet, our understanding of the neural systems and mechanisms involved in the establishment of social connectedness are limited. Since their initial discovery as regulators of sleep/wakefulness and appetite in the brain, the hypocretin/orexin neurons have also been shown to play an essential role in modulating energy homeostasis, motivated and emotional behavior. These neurons are located exclusively in the hypothalamus which, regulates complex and goal-directed behaviors. The hypothalamus also plays an important role in the modulation of social behavior by encoding internal states. However, our understanding of the role of hypocretin neurons in social behavior is currently limited. To address this knowledge gap, we performed a combination of fiber photometry and machine learning based behavioral analysis in female and male mice expressing GCaMP6s in hypocretin neurons. We then applied optogenetic and pharmacological inhibition of hypocretin neuron signaling to determine the necessity of the hcrt neuron population for social behavior. Our results indicate that hypocretin neurons exhibit a robust increase in activity in response to social interaction in both female and male mice. We show here for the first time a social discrimination signal that is encoded differentially by hcrt neurons based on the nature of the social encounter. The intensity of the hcrt neuron activity predicts the subsequent duration of social interaction. The optogenetic inhibition of hypocretin neuron activity during social behavior leads to a reduction in the amount of time mice are engaged in social interaction in males but not in females. Blocking hcrt1 (orexin 1) receptors similarly reduces social interaction in males only. Reduced hcrt1 receptor signaling results in increased activity in the insular cortex and reduced activity in the VTA after social interaction in male mice. Together, these data implicate the lateral hypothalamus hypocretin neurons as a sexually dimorphic key regulator within the larger network of neural systems involved in social behavior. Our findings carry significant implications for the treatment of neuropsychiatric diseases characterized by social dysfunction, particularly considering the varying prevalence observed across different sexes.",2023,10.1016/j.celrep.2023.112815,37459234,,,,,Cell reports,cell reports,Dawson M,,"[""Dawson M"", ""Terstege DJ"", ""Jamani N"", ""Tsutsui M"", ""Pavlov D"", ""Bugescu R"", ""Epp JR"", ""Leinninger GM"", ""Sargin D"", ""Matthew Dawson"", ""Dylan J. Terstege"", ""Naila F. Jamani"", ""Mio Tsutsui"", ""Dmitrii Pavlov"", ""Raluca Bugescu"", ""Jonathan R. Epp"", ""Gina M. Leinninger"", ""D. Sargin""]",[],[],23,semantic_scholar,"[""semantic_scholar""]",,True,,,[],[],"[""api_broad""]","[""pubmed"", ""semantic_scholar""]",,"[""api_paper_ddb1a6fb4311""]",https://pubmed.ncbi.nlm.nih.gov/37459234/,api:pubmed,2026-07-23T09:50:40.986382,2026-07-23T10:01:49.867847
